调试在线-数据导出,,,,,,,,,,,
time,GPS纬度,GPS经度,GPS定位时间,液压油温,泵送排量,累计油耗,转向次数,发动机转速,系统压力,累计时间,泵车状态
2019-07-23 08:18:23.33,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:24.16,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:25.07,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:26.11,28.24,113.11,,37,,,,0,0,,
2019-07-23 08:18:27.19,28.24,113.11,,,0,,0,0,,0.02,0
2019-07-23 08:18:27.81,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:28.96,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:29.98,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:31.12,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:32.08,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:33.09,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:34.00,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:35.35,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:35.93,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:36.92,28.24,113.11,,,,,,0,,,
2019-07-23 08:18:37.96,28.24,113.11,,37,0,,0,,0,0.02,0
2019-07-23 08:18:39.07,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:40.39,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:40.99,28.24,113.11,,,,,,,,,
2019-07-23 08:18:42.19,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:43.39,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:44.61,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:45.44,28.24,113.11,,37,0,,0,0,0,0.02,0
2019-07-23 08:18:46.51,28.24,113.11,,37,0,,0,0,0,0.02,0
